days,Position X (m),Position Y (m),Position Z (m)
357,2769809791504.106,1070182749738.4662,-31722855032.734848
358,2769622167131.863,1070767467235.4668,-31722422652.377323
359,2769434437716.5522,1071352144049.2078,-31721989070.05044
360,2769246603268.9517,1071936780158.9325,-31721554285.81237
361,2769058663799.8433,1072521375543.8882,-31721118299.721336
362,2768870619320.0137,1073105930183.3254,-31720681111.835625
363,2768682469840.254,1073690444056.4987,-31720242722.213577
364,2768494215371.3604,1074274917142.6661,-31719803130.913593
365,2768305855924.1333,1074859349421.0896,-31719362337.99412
366,2768117391509.3784,1075443740871.0345,-31718920343.513676
367,2767928822137.9062,1076028091471.7703,-31718477147.530823
368,2767740147820.5312,1076612401202.5696,-31718032750.104187
369,2767551368568.0728,1077196670042.7091,-31717587151.292446
370,2767362484391.3555,1077780897971.4691,-31717140351.154343
371,2767173495301.208,1078365084968.1337,-31716692349.748665
372,2766984401308.464,1078949231011.9905,-31716243147.134266
373,2766795202423.9614,1079533336082.3308,-31715792743.370056
374,2766605898658.5435,1080117400158.4498,-31715341138.514996
375,2766416490023.0576,1080701423219.6464,-31714888332.628105
376,2766226976528.3564,1081285405245.2229,-31714434325.76846
377,2766037358185.297,1081869346214.4857,-31713979117.995197
378,2765847635004.7407,1082453246106.7446,-31713522709.367504
379,2765657806997.554,1083037104901.3134,-31713065099.94463
380,2765467874174.6084,1083620922577.5093,-31712606289.785877
381,2765277836546.779,1084204699114.6533,-31712146278.950603
382,2765087694124.9463,1084788434492.0704,-31711685067.498226
383,2764897446919.9956,1085372128689.0891,-31711222655.48822
384,2764707094942.817,1085955781685.0415,-31710759042.980114
385,2764516638204.304,1086539393459.2635,-31710294230.033497
386,2764326076715.3564,1087122963991.095,-31709828216.708008
387,2764135410486.878,1087706493259.8792,-31709361003.063347
388,2763944639529.777,1088289981244.9631,-31708892589.15927
389,2763753763854.9663,1088873427925.6979,-31708422975.05559
390,2763562783473.3643,1089456833281.4379,-31707952160.81218
391,2763371698395.893,1090040197291.5415,-31707480146.48896
392,2763180508633.4795,1090623519935.3707,-31707006932.145912
393,2762989214197.0557,1091206801192.2914,-31706532517.84308
394,2762797815097.558,1091790041041.673,-31706056903.64055
395,2762606311345.9277,1092373239462.8888,-31705580089.59848
396,2762414702953.1104,1092956396435.3158,-31705102075.777077
397,2762222989930.0566,1093539511938.3347,-31704622862.236603
398,2762031172287.721,1094122585951.3301,-31704142449.03738
399,2761839250037.064,1094705618453.6901,-31703660836.239788
400,2761647223189.05,1095288609424.8066,-31703178023.90426
401,2761455091754.6475,1095871558844.0756,-31702694012.09128
402,2761262855744.8306,1096454466690.8962,-31702208800.861404
403,2761070515170.5776,1097037332944.672,-31701722390.27523
404,2760878070042.8716,1097620157584.8097,-31701234780.39342
405,2760685520372.7,1098202940590.7201,-31700745971.27669
406,2760492866171.0557,1098785681941.8176,-31700255962.985813
407,2760300107448.935,1099368381617.5206,-31699764755.58161
408,2760107244217.3403,1099951039597.251,-31699272349.124977
409,2759914276487.2773,1100533655860.4346,-31698778743.67685
410,2759721204269.7573,1101116230386.501,-31698283939.298225
411,2759528027575.796,1101698763154.8833,-31697787936.050163
412,2759334746416.413,1102281254145.0188,-31697290733.99377
413,2759141360802.634,1102863703336.3481,-31696792333.190212
414,2758947870745.488,1103446110708.3162,-31696292733.700714
415,2758754276256.0093,1104028476240.371,-31695791935.58656
416,2758560577345.237,1104610799911.965,-31695289938.90908
417,2758366774024.214,1105193081702.554,-31694786743.729668
418,2758172866303.989,1105775321591.5977,-31694282350.10977
419,2757978854195.6143,1106357519558.5593,-31693776758.110897
420,2757784737710.1475,1106939675582.9065,-31693269967.794605
421,2757590516858.651,1107521789644.11,-31692761979.222515
422,2757396191652.191,1108103861721.645,-31692252792.4563
423,2757201762101.839,1108685891794.99,-31691742407.557686
424,2757007228218.671,1109267879843.6272,-31691230824.588463
425,2756812590013.7676,1109849825847.043,-31690718043.610474
426,2756617847498.214,1110431729784.727,-31690204064.685616
427,2756423000683.0996,1111013591636.1736,-31689688887.875843
428,2756228049579.5195,1111595411380.88,-31689172513.243168
429,2756032994198.5728,1112177188998.3474,-31688654940.84966
430,2755837834551.3633,1112758924468.0813,-31688136170.75744
431,2755642570648.9995,1113340617769.5903,-31687616203.028687
432,2755447202502.594,1113922268882.3875,-31687095037.725636
433,2755251730123.265,1114503877785.9893,-31686572674.910583
434,2755056153522.1343,1115085444459.916,-31686049114.645874
435,2754860472710.329,1115666968883.692,-31685524356.993916
436,2754664687698.981,1116248451036.845,-31684998402.017166
437,2754468798499.2266,1116829890898.907,-31684471249.77814
438,2754272805122.206,1117411288449.4136,-31683942900.339417
439,2754076707579.0654,1117992643667.904,-31683413353.763622
440,2753880505880.9546,1118573956533.9216,-31682882610.113445
441,2753684200039.0283,1119155227027.0132,-31682350669.451622
442,2753487790064.446,1119736455126.7297,-31681817531.840958
443,2753291275968.371,1120317640812.626,-31681283197.344303
444,2753094657761.9727,1120898784064.2603,-31680747666.02457
445,2752897935456.4243,1121479884861.1948,-31680210937.944725
446,2752701109062.9033,1122060943182.9958,-31679673013.167793
447,2752504178592.5923,1122641959009.2332,-31679133891.756855
448,2752307144056.6787,1123222932319.4805,-31678593573.775047
449,2752110005466.354,1123803863093.3154,-31678052059.28556
450,2751912762832.8145,1124384751310.3193,-31677509348.351646
451,2751715416167.261,1124965596950.0774,-31676965441.03661
452,2751517965480.9,1125546399992.1787,-31676420337.403812
453,2751320410784.9404,1126127160416.216,-31675874037.516674
454,2751122752090.5977,1126707878201.786,-31675326541.43867
455,2750924989409.091,1127288553328.489,-31674777849.233334
456,2750727122751.6445,1127869185775.9297,-31674227960.96425
457,2750529152129.487,1128449775523.7158,-31673676876.695065
458,2750331077553.8516,1129030322551.4597,-31673124596.48948
459,2750132899035.976,1129610826838.777,-31672571120.41125
460,2749934616587.103,1130191288365.2874,-31672016448.524193
461,2749736230218.479,1130771707110.6143,-31671460580.892178
462,2749537739941.3564,1131352083054.385,-31670903517.579132
463,2749339145766.991,1131932416176.231,-31670345258.649036
