days,Position X (m),Position Y (m),Position Z (m)
299,1314135514929.0,-794982134578.4199,-55321084573.51638
300,1314632717189.961,-794160211271.9868,-55316526366.225464
301,1315129559349.4182,-793338069995.8119,-55311952969.70185
302,1315626041272.602,-792515710975.2095,-55307364385.285194
303,1316122162824.9663,-791693134435.6316,-55302760614.32467
304,1316617923872.1892,-790870340602.6674,-55298141658.17897
305,1317113324280.172,-790047329702.0427,-55293507518.21631
306,1317608363915.0413,-789224101959.6204,-55288858195.814415
307,1318103042643.147,-788400657601.3993,-55284193692.36053
308,1318597360331.0637,-787576996853.5143,-55279514009.25139
309,1319091316845.591,-786753119942.236,-55274819147.89325
310,1319584912053.7532,-785929027093.9702,-55270109109.70186
311,1320078145822.7993,-785104718535.258,-55265383896.10247
312,1320571018020.2036,-784280194492.7753,-55260643508.52982
313,1321063528513.6658,-783455455193.3319,-55255887948.428154
314,1321555677171.1108,-782630500863.8724,-55251117217.25119
315,1322047463860.6897,-781805331731.4749,-55246331316.462135
316,1322538888450.7788,-780979948023.3508,-55241530247.53368
317,1323029950809.9805,-780154349966.8453,-55236714011.948006
318,1323520650807.1235,-779328537789.4359,-55231882611.19674
319,1324010988311.2627,-778502511718.7329,-55227036046.781006
320,1324500963191.6792,-777676271982.4789,-55222174320.21139
321,1324990575317.881,-776849818808.5483,-55217297433.00793
322,1325479824559.6028,-776023152424.9475,-55212405386.700134
323,1325968710786.806,-775196273059.8137,-55207498182.82698
324,1326457233869.6792,-774369180941.4155,-55202575822.93689
325,1326945393678.6384,-773541876298.152,-55197638308.58773
326,1327433190084.327,-772714359358.5527,-55192685641.346825
327,1327920622957.6155,-771886630351.2773,-55187717822.79093
328,1328407692169.6023,-771058689505.1152,-55182734854.50626
329,1328894397591.614,-770230537048.9852,-55177736738.08846
330,1329380739095.2048,-769402173211.9353,-55172723475.1426
331,1329866716552.1572,-768573598223.1421,-55167695067.28318
332,1330352329834.482,-767744812311.9109,-55162651516.13414
333,1330837578814.4182,-766915815707.675,-55157592823.32883
334,1331322463364.434,-766086608639.9958,-55152518990.51002
335,1331806983357.226,-765257191338.562,-55147430019.3299
336,1332291138665.7197,-764427564033.1896,-55142325911.45009
337,1332774929163.0698,-763597726953.8215,-55137206668.54158
338,1333258354722.6602,-762767680330.5273,-55132072292.28479
339,1333741415218.1038,-761937424393.5027,-55126922784.36954
340,1334224110523.2437,-761106959373.0693,-55121758146.49503
341,1334706440512.152,-760276285499.6746,-55116578380.36989
342,1335188405059.1316,-759445403003.891,-55111383487.71209
343,1335670004038.714,-758614312116.4164,-55106173470.24903
344,1336151237325.662,-757783013068.0729,-55100948329.71747
345,1336632104794.9683,-756951506089.807,-55095708067.863556
346,1337112606321.8555,-756119791412.6896,-55090452686.4428
347,1337592741781.7773,-755287869267.9148,-55085182187.2201
348,1338072511050.4182,-754455739886.8005,-55079896571.96971
349,1338551914003.693,-753623403500.7875,-55074595842.47526
350,1339030950517.7483,-752790860341.4391,-55069280000.52971
351,1339509620468.9612,-751958110640.4414,-55063949047.93541
352,1339987923733.9402,-751125154629.6024,-55058602986.50404
353,1340465860189.5254,-750291992540.8519,-55053241818.05665
354,1340943429712.7883,-749458624606.2411,-55047865544.4236
