,Position X (m),Position Y (m),Position Z (m)
476,584965859094.1366,2460665358197.4663,39314390189.870995
477,579919155955.1891,2464650412715.0225,39548045926.63193
478,574868922855.8684,2468620346316.3643,39781457813.39546
479,569815202184.8191,2472575183436.578,40014625199.94547
480,564758036096.0614,2476514948513.289,40247547442.79208
481,559697466510.457,2480439665985.7935,40480223905.10573
482,554633535117.0884,2484349360294.0093,40712653956.65036
483,549566283374.478,2488244055877.4526,40944836973.728134
484,544495752511.8,2492123777174.4873,41176772339.13334
485,539421983530.1878,2495988548621.714,41408459442.10411
486,534345017204.095,2499838394653.343,41639897678.26964
487,529264894082.6632,2503673339700.528,41871086449.595055
488,524181654491.0899,2507493408190.679,42102025164.32486
489,519095338531.98566,2511298624546.7144,42332713236.92452
490,514005986086.6557,2515089013186.298,42563150088.03006
491,508913636816.4124,2518864598521.204,42793335144.39714
492,503818330163.89764,2522625404956.6426,43023267838.84695
493,498720105354.3859,2526371456890.575,43252947610.213264
494,493619001397.0736,2530102778713.046,43482373903.29088
495,488515057086.3564,2533819394805.5273,43711546168.78506
496,483408311003.0992,2537521329540.2983,43940463863.262184
497,478298801515.9111,2541208607279.863,44169126449.1009
498,473186566782.45197,2544881252376.397,44397533394.44155
499,468071644750.7837,2548539289171.14,44625684173.13017
