,Position X (m),Position Y (m),Position Z (m)
367,-63208062136.58289,150709911472.19788,-39635593.49604586
368,-84336542240.27295,140502883178.51086,-39024209.430715434
369,-103455198385.08185,127187510961.9588,-38365121.67157806
370,-120169041322.7337,111108389336.93527,-37671202.17235542
371,-134129359426.37003,92644358422.72868,-36956015.87455525
372,-145032443615.11243,72206431898.9234,-36234424.744790465
373,-152619580262.1185,50237121125.67823,-35522509.85679132
374,-156678646070.1377,27210683266.481224,-34836015.76065319
375,-157047625819.6085,3633814650.533764,-34190008.87565606
376,-153620334995.5271,-19953780887.650234,-33599087.19390045
377,-146354598978.13678,-42979670303.26363,-33077480.414492127
378,-135283052305.77223,-64840744838.17874,-32638975.782305643
379,-120526521919.07538,-84908246733.61423,-32296679.16021639
380,-102309581765.28622,-102537265492.64832,-32062612.5938747
381,-80977233924.31485,-117082445778.14983,-31947107.245293837
382,-57010723473.684296,-127921686816.27754,-31958005.570739057
383,-31039245677.888065,-134489191167.8173,-32099701.768965404
384,-3842945812.8646545,-136318013964.91652,-32372080.20078614
385,23658369814.749645,-133089991877.75093,-32769481.495720845
386,50436178237.71024,-124687620943.42429,-33279903.94491311
387,75406847019.27574,-111238800017.15309,-33884701.172158755
388,97505934733.73277,-93142930312.44618,-34559022.071708664
389,115774460766.68806,-71067696455.6016,-35273120.01225021
390,129442428450.2171,-45911200228.18622,-35994442.19295454
391,137992959826.12167,-18732960733.534573,-36690172.04451436
392,141194424096.36276,9333881361.820637,-37329759.87260795
393,139096609827.39838,37172143477.032936,-37887016.00616333
394,131996350148.76202,63756387435.02289,-38341494.051586576
395,120384095686.6439,88205465586.65991,-38679071.96019112
396,104884145837.711,109809787739.20961,-38891818.832734294
397,86198641312.06934,128036944770.10056,-38977297.0179809
398,65061233013.77096,142522053821.9916,-38937478.35680535
399,42202474121.22357,153049380228.43604,-38777429.31710794
400,18326341992.851852,159530536052.99655,-38504221.79382053
401,-5904047582.504524,161982857552.0703,-38126750.40902483
402,-29873859468.34266,160510032204.21555,-37656029.9105629
403,-53019262364.29972,155285917415.37973,-37104928.889108345
404,-74827246117.93973,146541769876.24768,-36487444.4587124
405,-94833903900.06305,134556697907.18413,-35818046.0749795
406,-112622185168.13763,119650957183.79105,-35111247.23542151
407,-127819848058.70558,102181643911.66498,-34381325.97871652
408,-140098151453.96622,82540334253.93762,-33642253.85067453
409,-149171711211.5078,61152236931.860886,-32908626.672303822
410,-154799863032.47632,38476421530.19092,-32196062.240016114
411,-156789867000.4402,15006637092.69083,-31520047.521961104
412,-155002287622.02386,-8727810702.000477,-30895770.630970944
413,-149358835384.68,-32161803425.739033,-30338195.310795523
414,-139852891177.59363,-54695664993.99795,-29861970.25054408
415,-126562768294.65298,-75699087390.96155,-29481174.95390675
416,-109667432065.62811,-94519200485.82799,-29208902.625228833
417,-89463815787.91748,-110494547702.20575,-29056664.225905616
418,-66383970772.91737,-122976849948.55731,-29033600.80873663
419,-41009056923.112076,-131362154434.89034,-29145514.148631167
420,-14075764989.554264,-135131945746.47694,-29393771.0423143
421,13530410058.838776,-133902724942.31755,-29774204.159601152
422,40800774305.93335,-127479368252.72023,-30276211.16656424
423,66651791548.98813,-115903804224.47893,-30882315.848860163
424,89995549749.0417,-99487628144.50089,-31568456.056242876
425,109825054946.02773,-78817261872.77158,-32305165.93045889
426,125300569548.98051,-54724718747.626526,-33059652.372163825
427,135820190990.87047,-28225441413.173733,-33798567.065886416
428,141060677610.63992,-433900463.9186363,-34491084.39576946
429,140982512167.11597,27526575076.25028,-35111826.17318224
430,135802735512.84793,54603459774.128044,-35643069.72444057
431,125946013652.46832,79873279183.32277,-36074194.49952399
432,111986590045.53458,102574885730.99208,-36395528.352380194
433,94591823116.57867,122120310169.18922,-36595525.739038125
434,74474071902.39395,138089020584.77875,-36667239.01008606
435,52353751226.41649,150212102130.365,-36610734.23045186
436,28933489160.198784,158351882728.31064,-36431329.80650404
437,4881744347.765621,162480907918.22867,-36137733.92578406
438,-19176319511.80027,162662622060.6141,-35740792.19124279
439,-42662857530.69805,159034924876.64154,-35252706.91070755
440,-65048093168.99694,151796983139.0586,-34686578.54652077
441,-85849221067.63724,141199217140.31198,-34056138.73917407
442,-104628527727.1304,127536150224.55936,-33375574.9254317
443,-120991509901.72284,111141717523.81552,-32659383.094443426
444,-134585570087.72386,92386608891.7814,-31922150.904802565
445,-145099745036.80667,71677226586.37286,-31178430.83761189
446,-152265855762.61816,49455846415.96094,-30443751.1753035
447,-155861416157.36823,26201535707.75335,-29734854.17814596
448,-155714653279.21948,2431296603.829956,-29068576.365769602
449,-151711982090.74945,-21299197114.36601,-28461627.759457976
450,-143808204906.29025,-44396111805.80389,-27930569.906200286
451,-132039571958.05038,-66230331256.76382,-27491634.52468619
452,-116539548561.39893,-86144140441.18973,-27160355.14817261
453,-97556605236.81757,-103463480071.3058,-26950997.899832144
454,-75472499349.9824,-117517731406.05225,-26875772.19947199
455,-50818315833.35025,-127668833396.11661,-26943817.124774184
456,-24284083844.93837,-133350700264.1157,-27159999.350398783
457,3283546321.233143,-134118048275.7443,-27523631.79886077
458,30901567886.448627,-129700698226.90446,-28027391.68373323
459,57493465974.36148,-120055589847.44846,-28656913.46216259
460,81955282758.40605,-105405404025.33855,-29391299.329338126
461,103239105540.85208,-86251871517.347,-30204329.234126195
462,120441302538.28052,-63355361050.92792,-31066760.065044396
463,132878794261.5358,-37680179911.9209,-31950164.882608388
464,140138209656.32245,-10314471000.92701,-32830093.263303068
465,142089935346.24347,17619621529.684086,-33679077.61662185
466,138868626059.1646,45048797975.72601,-34455902.81325082
467,130829384399.41957,71012195382.00287,-35122350.90564673
468,118492020605.58527,94700589040.3019,-35654496.59959414
469,102484620568.78825,115472584718.46199,-36039846.61944584
470,83493986000.56082,132853038884.93626,-36273779.06690656
471,62226525104.636314,146520078621.92123,-36357332.69942652
472,39380102703.17255,156286398357.7863,-36295765.140091665
473,15625551102.907429,162079021837.91486,-36097508.032274306
474,-8404205767.2987175,163920174560.41733,-35773367.94168239
475,-32119533774.8449,161910671069.58585,-35335936.69993194
476,-54975829041.87401,156216368211.50418,-34799155.45855013
477,-76473096595.24448,147057720048.92783,-34177996.47500475
478,-96154487624.87411,134702196828.90947,-33488241.130144555
479,-113604625365.69609,119459210162.77544,-32746318.176465746
480,-128448339975.77156,101677149642.04498,-31969135.09946982
481,-140350297713.83234,81742133207.4928,-31173791.529917844
482,-149015937938.7243,60078072650.20212,-30377448.213593353
483,-154194099097.28165,37147640042.96718,-29598481.554226976
484,-155681686239.02725,13453647140.859367,-28856813.88062682
485,-153330750045.3967,-10459783822.300373,-28172772.790534623
486,-147058315143.19794,-34007045932.827038,-27566661.336627685
487,-136859166495.60641,-56562932834.97837,-27058577.92766152
488,-122821553924.90562,-77467983856.7489,-26668063.434025552
489,-105145300503.45311,-96039040589.72943,-26413491.42867897
490,-84161011063.89655,-111587026847.3261,-26311262.87259859
